"id","governorate_id","name_en","name_ar"
"26b778d2-9e23-4d4a-bc22-47016265a8ba","44f2ea24-a065-49a1-be21-ae0a2c581a76","Hadqa","الحادقة"
"2892ab81-511e-462e-a791-6b9540e66e56","3b678af7-4d15-4d54-abec-90d75e3d63da","Kafr Saad","كفر سعد"
"299d1bd5-18f1-4aa0-91c7-5fb9fab30a7a","284fdf07-79e2-4f7c-b66c-aa4ee6b0ba2c","Qutour","قطور"
"2abe398e-b85d-4a7a-ad38-9954947ebdc8","68d03055-8404-4292-b234-7650a05e2b85","Boulaq Dakrour","بولاق الدكرور"
"2acab9ef-9791-46d4-8b79-d05a243d5b5d","a26a55b6-da6d-4307-b85f-27bffe1c0613","Alsharq","حى الشرق"
"2af09b2b-4dbf-4574-b16c-0747f9c0feab","42108f76-6716-46d3-a351-73e9579427df","Quos","قوص"
"2b2128bf-e651-4936-999c-d980f823cf66","79d1b04c-b032-402e-8998-9ac689aac90c","Alnoubareya","النوبارية"
"2c92e755-f0b3-4462-90f4-cecd2d3da98e","c3d08e96-0d1a-4ace-a448-2ec1e913c0f8","Fashn","الفشن"
"2d10d376-b59d-4905-80d4-ba8f7d47f8c5","b8db1201-8bfb-462f-809c-798b2bf52c15","Azarita","الأزاريطة"
"2d7029f9-d514-4b25-902c-568f0dc1d234","9c46ad38-28c4-4617-8e5f-37fb080fd935","Al Manzala","المنزلة"
"2d8cedc7-29fc-4517-8c68-10babc27c059","a26a55b6-da6d-4307-b85f-27bffe1c0613","Zohour","حى الزهور"
"2dab0368-2510-4446-b372-6ef972e620d5","68d03055-8404-4292-b234-7650a05e2b85","Abu Nomros","أبو النمرس"
"2dc272c7-3ed9-4bf0-8887-a5c75c4a08fd","0e031498-ebc2-49fa-92fa-ff902e8670b9","El Sharabeya","الشرابية"
"2e7d54e6-7d9b-420d-9253-29052488ff30","079c5bd3-7c9d-4a3b-a0a0-3bfeef68aaea","san alhajar alqablia","صان الحجر القبلية"
"2f3e0c83-062e-413d-8206-cca6cc232df4","0e031498-ebc2-49fa-92fa-ff902e8670b9","Sheraton","شيراتون"
"2f60a335-f13c-463f-b987-f032cfe9d052","0e031498-ebc2-49fa-92fa-ff902e8670b9","Cairo Downtown","وسط البلد"
"2fe68bc4-7230-447c-9cbd-b5d844598527","68d03055-8404-4292-b234-7650a05e2b85","Moneeb","المنيب"
"302dc8f7-65c3-44a5-9377-b8a1aa5116df","0e031498-ebc2-49fa-92fa-ff902e8670b9","Ezbet el Nakhl","عزبة النخل"
"3047caf6-306b-40c3-a992-7e29632c7713","3042500e-acdd-403f-b92f-bbe07890bc1e","Ismailia","الإسماعيلية"
"30860a7a-fa35-4105-9e01-a0aea76326f0","f39be396-9993-4315-891c-b50232cf4f0b","Shbeen El Koom","شبين الكوم"
"32611d90-51aa-46d6-b0ae-9cb31b79bcf2","0e031498-ebc2-49fa-92fa-ff902e8670b9","Nozha","النزهة"
"32776e03-cd06-4091-ac63-7dd8ad0c2b96","b8db1201-8bfb-462f-809c-798b2bf52c15","Al Mafrouza","المفروزة"
"32b6c6a1-65ce-45f6-8ebe-9625e31d4a9d","a027fbef-4a40-4e92-9a1f-f39598a71b59","Siwa","سيوة"
"32e8c026-d9ff-4f0c-b1db-fc9cb78bec54","b327b449-1086-4f24-8198-8687626148e5","Saint Catherine","سانت كاترين"
"33770110-1508-448e-b337-92de4717b34a","e45f031f-e7a0-4119-a654-d6080a9883c0","Ard Sultan","ارض سلطان"
"340534e2-905a-46b1-9c38-4fb0d3614624","91204aba-7e09-43eb-a90b-b73c9a529510","Alkawthar","الكوثر"
"3464941d-a87f-4849-93ce-c8cf1c7667d2","b327b449-1086-4f24-8198-8687626148e5","Nuweiba","نويبع"
"347494a7-5894-4abb-92c2-4a6a15966b7c","06c92782-bd90-4b14-9f42-47c0f036bc2a","Qalyub","قليوب"
"35aec674-1e22-4cbe-b14c-dc2e0f61f398","f79d8036-7565-447b-b022-2892b14d78d0","New Tiba","طيبة الجديدة"
"35d901a0-d77e-49ee-b0ff-6784f903212b","b8db1201-8bfb-462f-809c-798b2bf52c15","North Coast/sahel","الساحل الشمالي"
"366a2474-9b9c-4615-90ee-5ca22a47f1c0","13ce5741-79a2-4275-bd7a-dabf97c5d4a3","Manfalut","منفلوط"
"37d5a3d6-c053-4e33-83af-b04e92f7137e","0e031498-ebc2-49fa-92fa-ff902e8670b9","Waily","الوايلى"
"390f1f0e-a96c-49e9-bb08-00fa95a1097e","f79d8036-7565-447b-b022-2892b14d78d0","Al Qarna","القرنة"
"39962ee1-941a-4aee-a8ca-f78c9012a7f1","0e031498-ebc2-49fa-92fa-ff902e8670b9","Helwan","حلوان"
"39f683f6-9737-49c7-b801-738adbbecd49","68d03055-8404-4292-b234-7650a05e2b85","Haraneya","الحرانية"
"3a0421e2-2c6e-46d2-a88f-8510932bc3ab","b8db1201-8bfb-462f-809c-798b2bf52c15","Karmooz","كرموز"
"3af0f690-ad60-47c3-bf67-c93e3041c46b","9c46ad38-28c4-4617-8e5f-37fb080fd935","Meet Salsil","ميت سلسيل"
"3b1c0ba9-e5f5-4485-94a7-c412d9d962ed","9c46ad38-28c4-4617-8e5f-37fb080fd935","Mahalat Damana","محلة دمنة"
"3b62285d-e730-4862-ba9b-16a0d01c9574","0e031498-ebc2-49fa-92fa-ff902e8670b9","New Nozha","النزهة الجديدة"
"3cc8de48-fe2f-494f-acb3-92141c59d518","0e031498-ebc2-49fa-92fa-ff902e8670b9","Tebin","التبين"
"3fd0bfd7-0211-4185-a7e4-371d3bd78e64","0e031498-ebc2-49fa-92fa-ff902e8670b9","Sayeda Zeinab","السيدة زينب"
"3fd8b3e1-99a6-4562-a3e9-867431a2676a","0e031498-ebc2-49fa-92fa-ff902e8670b9","El-Gamaleya","الجمالية"
"407e4a4a-c604-4e11-b15e-ae4b7a5a30c4","b8db1201-8bfb-462f-809c-798b2bf52c15","Gheet Alenab","غيط العنب"
"40e92a92-8351-4821-9fe4-fd93e9f49ff4","0e031498-ebc2-49fa-92fa-ff902e8670b9","Abaseya","عباسية"
"417c401a-6bb9-41f0-82d6-8c83f7ff1f6a","68d03055-8404-4292-b234-7650a05e2b85","Sixth of October","السادس من أكتوبر"
"41f361ac-65f0-4801-a97e-a4cc6a2711f1","68d03055-8404-4292-b234-7650a05e2b85","Atfih","أطفيح"
"42f4874c-fd26-4769-bf4b-4fec7ebfb11b","a26a55b6-da6d-4307-b85f-27bffe1c0613","PorSaid","بورسعيد"
"43165c63-55fc-48a0-acf7-aed3e4b073da","42108f76-6716-46d3-a351-73e9579427df","New Qena","قنا الجديدة"
"435fde8f-edfe-4108-b71d-99f0530918b6","a027fbef-4a40-4e92-9a1f-f39598a71b59","Dabaa","الضبعة"
"43b76b62-f5c9-424f-b19a-b2dda324cbbc","f39be396-9993-4315-891c-b50232cf4f0b","Menouf","منوف"
"47545d6b-3209-4426-90e0-59e2e79f5af0","79d1b04c-b032-402e-8998-9ac689aac90c","Housh Eissa","حوش عيسى"
"496b3ab2-ac8c-4bd8-9a35-e6e479a116ea","53b9e522-2a1e-4ac7-b67c-2e11dc1b9414","Riyadh","الرياض"
"4c0b65da-be84-4ef0-b7dd-17eade9fb77c","13ce5741-79a2-4275-bd7a-dabf97c5d4a3","Abnoub","أبنوب"
"4c44a216-3364-4b70-9273-d52b98645d9a","91204aba-7e09-43eb-a90b-b73c9a529510","Dar AISalaam","دار السلام"
"4c5dac49-e964-4d2a-a9de-ae3514fa9d01","0e031498-ebc2-49fa-92fa-ff902e8670b9","New Heliopolis","مصر الجديدة"
"4cd61133-f762-4bde-8c21-f16b6035be94","284fdf07-79e2-4f7c-b66c-aa4ee6b0ba2c","Al Mahalla Al Kobra","المحلة الكبرى"
"4d131fb6-394e-4d0a-b9b1-996e629c9f85","0e031498-ebc2-49fa-92fa-ff902e8670b9","Ataba","العتبة"
"4e292e61-9305-4552-beef-a413e3fddbd0","e45f031f-e7a0-4119-a654-d6080a9883c0","Samalut","سمالوط"
"4ee4b2d4-0b64-4aef-896e-8e81d88ac985","c3d08e96-0d1a-4ace-a448-2ec1e913c0f8","Bani Sweif","بني سويف"
"4fa67bf8-fabb-494f-b6d3-879820b47413","3042500e-acdd-403f-b92f-bbe07890bc1e","Abu Sawir","أبو صوير"
"518cc2dd-7f54-4482-8102-1507001d5a84","c3d08e96-0d1a-4ace-a448-2ec1e913c0f8","Alabbaseri","الاباصيرى"
"52ea5cd9-625c-4279-98ad-adc2cf7594bc","0e031498-ebc2-49fa-92fa-ff902e8670b9","15 May","15 مايو"
"53261dde-80fb-4383-8021-228d2b52298d","0e031498-ebc2-49fa-92fa-ff902e8670b9","Badr City","مدينة بدر"
"533b6b33-1eab-4c6d-b67d-5c3a7e7d94e9","3b678af7-4d15-4d54-abec-90d75e3d63da","Zarqa","الزرقا"
"53630779-c2e7-4d4d-aace-07430bb81810","2996278b-ee64-4b73-807b-3a174f369bc0","Ain Sokhna","العين السخنة"
"53ac12b4-7832-4f9d-80d0-edc5eaf8228f","68d03055-8404-4292-b234-7650a05e2b85","Ard Ellwaa","ارض اللواء"
"53db6fff-9291-48c4-baef-86e1b2e66231","68d03055-8404-4292-b234-7650a05e2b85","Omraneya","العمرانية"
"53f54458-7eec-491c-921f-0f6b6045a259","0e031498-ebc2-49fa-92fa-ff902e8670b9","Zamalek","الزمالك"
"56e1fdd7-ff05-46b3-ac64-f4336d9bf76d","3042500e-acdd-403f-b92f-bbe07890bc1e","Kasasien El Gedida","القصاصين الجديدة"
"576b9fb7-6d32-43cd-bf70-707cc399efa5","0e031498-ebc2-49fa-92fa-ff902e8670b9","Helmeyat Alzaytoun","الحلمية"
"58f34372-1f2e-40ab-8e04-ca74cd527734","79d1b04c-b032-402e-8998-9ac689aac90c","Abu Homs","أبو حمص"
"5903bd79-d9b2-45b0-bc9e-36b93c7013ac","079c5bd3-7c9d-4a3b-a0a0-3bfeef68aaea","El Qurain","القرين"
"5996235f-bd02-4a16-9cd3-0e07233aae23","3b678af7-4d15-4d54-abec-90d75e3d63da","alruwda","الروضة"
"5a63054b-9889-4891-98e5-9a4070b6a3c1","06c92782-bd90-4b14-9f42-47c0f036bc2a","Al Qanater Charity","القناطر الخيرية"
"5a95cebf-648b-4ede-9295-81fea7eb1673","91204aba-7e09-43eb-a90b-b73c9a529510","El Maragha","المراغة"
"5abeb485-9b41-4e1a-b5fb-6d9a31fc52ba","352705bb-8b94-45b1-8e1f-529db29a6dc1","Paris","باريس"
"5b3df01d-2aa0-4feb-a791-4560100cbfda","f39be396-9993-4315-891c-b50232cf4f0b","Al Bagor","الباجور"
"5c02b872-6d8e-409a-b5f9-13d1c2c3db51","06c92782-bd90-4b14-9f42-47c0f036bc2a","Shibin Al Qanater","شبين القناطر"
"5c91b67e-0ba7-4ca3-a97a-c0b392bde4aa","79d1b04c-b032-402e-8998-9ac689aac90c","Edco","إدكو"
"5ccbe921-e8dc-4a11-ab18-c406e8b10252","91204aba-7e09-43eb-a90b-b73c9a529510","Saqilatuh","ساقلته"
"5d31f17e-029c-488a-82e0-49fd1edd7d61","91204aba-7e09-43eb-a90b-b73c9a529510","Sohag","سوهاج"
"5d39db3b-b8c0-4424-a720-69989e0ca2c1","0e031498-ebc2-49fa-92fa-ff902e8670b9","Mokattam","المقطم"
"5d3a46fe-7688-48d7-9309-d64b1e5a2fbc","b8db1201-8bfb-462f-809c-798b2bf52c15","Stanley","ستانلى"
"5e4ca7dc-e44a-4fff-8ce9-85b5474b2df4","68d03055-8404-4292-b234-7650a05e2b85","Smart Village","القرية الذكية"
"5e4e7647-a7ca-4387-8167-d61e8dd5e3d3","74051a48-74ed-4cbd-b004-de75b0e9c9ca","Nakhl","نخل"
"5e5d4abc-0704-44e2-8704-dd33a4cf9781","68d03055-8404-4292-b234-7650a05e2b85","Kafr Ghati","كفر غطاطي"
"5e864ba8-ee44-440c-8002-bdc69d0c681f","b8db1201-8bfb-462f-809c-798b2bf52c15","Bourj Alarab","برج العرب"
"5f577ea6-1d16-4c1d-a0a5-1d2fadf49934","b8db1201-8bfb-462f-809c-798b2bf52c15","Anfoushi","الانفوشى"
"5f6eaf6a-45b4-4a86-b84d-79c7d1832fd2","91204aba-7e09-43eb-a90b-b73c9a529510","almunsha'a","المنشأة"
"5f7f1e77-32bf-4786-99e5-0538f5b6f270","9c46ad38-28c4-4617-8e5f-37fb080fd935","Belqas","بلقاس"
"6065b450-2c7f-42a5-b561-a0c06519cd98","06c92782-bd90-4b14-9f42-47c0f036bc2a","Khanka","الخانكة"
"607a87c8-209a-40ba-b96b-a2c705876149","0e031498-ebc2-49fa-92fa-ff902e8670b9","Bolaq","بولاق"
"60c05291-232d-4758-809a-bea5c935907e","91204aba-7e09-43eb-a90b-b73c9a529510","Akhmim El Gedida","أخميم الجديدة"
"615d58e6-9dcb-4944-bcb1-311bddbb6016","079c5bd3-7c9d-4a3b-a0a0-3bfeef68aaea","Awlad Saqr","أولاد صقر"
"6220ce89-a3bf-4c09-a33b-ccb2528eece3","53b9e522-2a1e-4ac7-b67c-2e11dc1b9414","Bella","بيلا"
"62df109f-7eb1-42e0-9bde-10a2be387cde","b327b449-1086-4f24-8198-8687626148e5","Abu Redis","أبو رديس"
"638b8ca2-376e-43f8-bad6-eb5ddb50121f","9c46ad38-28c4-4617-8e5f-37fb080fd935","Mansoura","المنصورة"
"639a18a8-9553-4b37-a904-19f31298e4c0","68d03055-8404-4292-b234-7650a05e2b85","Abu Rawash","أبو رواش"
"647f49ab-05a3-47c7-8907-17c74c90d9cf","b327b449-1086-4f24-8198-8687626148e5","Al Toor","الطور"
"64818606-abfe-4fd2-9e96-fcfed7b2b5f4","b8db1201-8bfb-462f-809c-798b2bf52c15","Shads","شدس"
"64f48165-b7ca-44e5-a41f-cf8e79b618cd","13ce5741-79a2-4275-bd7a-dabf97c5d4a3","Assiut El Gedida","أسيوط الجديدة"
"650bb5d1-13cd-4205-b628-c3fd3d56f2f2","e45f031f-e7a0-4119-a654-d6080a9883c0","El Adwa","العدوة"
"667b5d02-8432-487c-b329-d568d1065375","760952a9-ac9d-4e50-9ce9-64896ac1dacf","Halaib","حلايب"
"679ece06-1749-4108-a893-ad6c94f8bd61","b327b449-1086-4f24-8198-8687626148e5","Ras Sidr","رأس سدر"
"67cd8ed5-8cb6-4f7f-9d0c-c2e5e386e851","44f2ea24-a065-49a1-be21-ae0a2c581a76","Epschway","إبشواي"
"69a6331b-216e-4b0c-bfaa-c6b6871220dc","b327b449-1086-4f24-8198-8687626148e5","Dahab","دهب"
"69a821a4-e7d8-466c-ae44-f871d2cc09c8","b8db1201-8bfb-462f-809c-798b2bf52c15","Moharam Bek","محرم بك"
"6ab1d0a6-da6c-41f3-811c-eb1613a12dfc","9c46ad38-28c4-4617-8e5f-37fb080fd935","Mit Ghamr","ميت غمر"
"6bc56b9a-5661-413e-82a6-1e5c13e13318","53b9e522-2a1e-4ac7-b67c-2e11dc1b9414","Desouq","دسوق"
"6c45f3f0-746e-418e-97c1-8d51c97109f5","3b678af7-4d15-4d54-abec-90d75e3d63da","Faraskour","فارسكور"
"6c5705b4-fc09-4dae-abe8-65f95d0aa846","a027fbef-4a40-4e92-9a1f-f39598a71b59","Salloum","السلوم"
"6e0405f3-cb54-472d-98fb-e9b929f3b02c","68d03055-8404-4292-b234-7650a05e2b85","Agouza","العجوزة"
"6f6641c5-98e3-4439-b9bb-f8938c5d42f6","079c5bd3-7c9d-4a3b-a0a0-3bfeef68aaea","Faccus","فاقوس"
"6fbcf9f7-1c7e-4efb-ac89-239e8b326119","b8db1201-8bfb-462f-809c-798b2bf52c15","Dekheila","الدخيلة"
"71894e2b-6650-4041-89c3-41a6f6221cbc","9c46ad38-28c4-4617-8e5f-37fb080fd935","Talkha","طلخا"
"726c19de-a866-4bec-8213-22fc524baec0","68d03055-8404-4292-b234-7650a05e2b85","Cheikh Zayed","الشيخ زايد"
"7467aadc-01ed-47f8-aa3a-2575a6325c15","9c46ad38-28c4-4617-8e5f-37fb080fd935","Sinbillawin","السنبلاوين"
"767f3c73-7a5a-4616-aa6a-e0829b483aa9","79d1b04c-b032-402e-8998-9ac689aac90c","Badr","بدر"
"76b6c63d-4712-4df4-a33b-e96e5d4cb726","0e031498-ebc2-49fa-92fa-ff902e8670b9","El darrasa","الدراسة"
"770f1f98-a24c-4242-9454-21ea382889d3","44f2ea24-a065-49a1-be21-ae0a2c581a76","Fayoum","الفيوم"
"7792d873-227d-4af8-a5f8-54cafec06209","c3d08e96-0d1a-4ace-a448-2ec1e913c0f8","Beni Suef El Gedida","بني سويف الجديدة"
"7836bf74-5f75-4a12-8234-416f6f4c9c3e","079c5bd3-7c9d-4a3b-a0a0-3bfeef68aaea","Manshayat Abu Omar","منشأة أبو عمر"
"783f17fb-e76a-481a-b13e-07c8db9bca4b","06c92782-bd90-4b14-9f42-47c0f036bc2a","Obour","العبور"
"795c03db-4a03-432c-907b-caca1a813fec","a26a55b6-da6d-4307-b85f-27bffe1c0613","Almanakh","حى المناخ"
"7a8b5acf-0160-480b-b297-d5fc87ae2a10","79d1b04c-b032-402e-8998-9ac689aac90c","Wadi Natrun","وادي النطرون"
"7b1e4048-c90b-45d3-86cd-8a4c90c2306a","0e031498-ebc2-49fa-92fa-ff902e8670b9","Maadi","المعادى"
"7cf04c40-24b0-4641-8f34-403d9c71fd17","91204aba-7e09-43eb-a90b-b73c9a529510","Jahina Al Gharbia","جهينة الغربية"
"7daf7613-81a2-4063-b96c-0c2fa5577bbb","f79d8036-7565-447b-b022-2892b14d78d0","Esna","إسنا"
"7f3a43af-234d-4223-aa31-eb7025d1907f","0e031498-ebc2-49fa-92fa-ff902e8670b9","Tura","طره"
"7f87642c-df22-469f-8985-35e34a492328","a027fbef-4a40-4e92-9a1f-f39598a71b59","Marina","مارينا"
"7fca0ab9-fafb-4805-b962-e218a7122cf1","079c5bd3-7c9d-4a3b-a0a0-3bfeef68aaea","Qenaiat","القنايات"
"8075313c-82f7-4eeb-ae27-2bf6b4820bb0","44f2ea24-a065-49a1-be21-ae0a2c581a76","Etsa","إطسا"
"8123325a-285b-497e-bfe2-4c98de6ee361","3042500e-acdd-403f-b92f-bbe07890bc1e","Sheikh Zayed","الشيخ زايد"
"816f7742-16e3-4fd0-bb30-5c057d3c4327","68d03055-8404-4292-b234-7650a05e2b85","Imbaba","امبابة"
"81d50d54-d4e3-48e7-a6e9-827dcac9ddb8","42108f76-6716-46d3-a351-73e9579427df","Abu Tesht","ابو طشت"
"825f029f-0ce1-47a4-a8f0-91bf402a9821","f39be396-9993-4315-891c-b50232cf4f0b","Quesna","قويسنا"
"82a0f1ea-21d6-4872-a002-51a7150d8325","2996278b-ee64-4b73-807b-3a174f369bc0","Faysal","فيصل"
"8381048e-62f2-470b-bfc8-751f611edbaf","b8db1201-8bfb-462f-809c-798b2bf52c15","Asafra","العصافرة"
"83905d7d-3f24-4776-ad8e-02455dfce158","b8db1201-8bfb-462f-809c-798b2bf52c15","Cleopatra","كليوباترا"
"83fde7c9-ed3f-448b-a238-0d45700cf665","079c5bd3-7c9d-4a3b-a0a0-3bfeef68aaea","Al Ashr Men Ramadan","العاشر من رمضان"
"8431de81-ad43-4e50-ac78-5edac9850362","3b678af7-4d15-4d54-abec-90d75e3d63da","Azbet Al Burg","عزبة البرج"
"850647cd-5806-4176-a506-b7d4c14005f7","44f2ea24-a065-49a1-be21-ae0a2c581a76","Algamaa","الجامعة"
"85d6cfef-c38d-48cb-aa7a-a347433f3ae4","0e031498-ebc2-49fa-92fa-ff902e8670b9","El Daher","الظاهر"
"876e4ae7-7381-426f-a33b-cfd3461cbbe2","b8db1201-8bfb-462f-809c-798b2bf52c15","Glim","جليم"
"88153156-3766-4269-86f3-3c1e53b8bc84","0e031498-ebc2-49fa-92fa-ff902e8670b9","Garden City","جاردن سيتى"
"887a9705-51ae-4610-b176-fe973b737366","68d03055-8404-4292-b234-7650a05e2b85","Mohandessin","المهندسين"
"88b7ba5e-f473-4598-b50f-c8e6b4e002f4","b8db1201-8bfb-462f-809c-798b2bf52c15","Mahta Alraml","محطة الرمل"
